ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,PAULSSON,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_original,amountAwarded,amountAwarded_original,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC375,Bozbey Insaat Sanayi ve Ticaret and Omer Farouk Bozbey v. Turkmenistan,2010,2013,Turkmenistan,Turkey,Bozbey Insaat Sanayi ve Ticaret and Omer Farouk Bozbey,construction,UNCITRAL,Turkey-Turkmenistan BIT,Discontinued (for unknown reasons or reasons other than settlement),108566606.7,100000000,,,Gavan GRIFFITH,,Jeffrey Hertzfeld,,John Fordham,,,http://www.italaw.com/cases/2465
UNC417,Tulip Real Estate Investment and Development Netherlands B.V. v. Turkey (ICSID Case No. ARB/11/28),2011,2014,Turkey,Netherlands,Tulip Real Estate Investment and Development Netherlands B.V.,Residential and commercial construction project,ICSID,Netherlands-Turkey BIT,In favour of the State,473600398.3,450000000,Not applicable,,Gavan GRIFFITH,yes,Michael Evan JAFFE,yes,Rolf KNIEPER,yes,,http://www.italaw.com/cases/1124
UNC441,Rafat Ali Rizvi v. Indonesia (ICSID Case No. ARB/11/13),2011,2013,Indonesia,United Kingdom,Rafat Ali Rizvi,Banking enterprise,ICSID,Indonesia-United Kingdom BIT,In favour of the State,105244533,100000000,Not applicable,,Gavan GRIFFITH,yes,Joan E. DONOGHUE,yes,Muthucumaraswamy SORNARAJAH,yes,,
UNC626,WNC Factoring Ltd v. Czech Republic,2014,,Czech Republic,United Kingdom,WNC Factoring Ltd,engineering company,UNCITRAL,Czech Republic-UK BIT,Pending,,,Not applicable,,Gavan GRIFFITH,yes,Robert VOLTERRA,yes,James Crawford,yes,,iareporter
UNC628,Peter A. Allard v. Barbados (PCA Case No. 2012-06),2012,,Barbados,Canada,Peter A. Allard,ecotourism,UNCITRAL,Barbados-Canada BIT,Pending,,,Not applicable,,Gavan GRIFFITH,yes,Michael Reisman,DU,Andrew Newcombe,DU,,iareporter
UNC238,"Quiborax S.A., Non-Metallic Minerals S.A. v. Plurinational State of Bolivia (ICSID Case No. ARB/06/2)",2006,2015,Bolivia,Chile,"Quiborax S.A., Non-Metallic Minerals S.A.",Mining concession,ICSID,Chile-Bolivia BIT,In favour of the investor,,,48600000,48600000,Gabrielle KAUFMANN-KOHLER,yes,Marc LALONDE,yes,Brigitte STERN,yes,,
UNC178,Duke Energy Electroquil Partners and Electroquil S.A. v. Ecuador (ICSID Case No. ARB/04/19),2004,2008,Ecuador,USA,Duke Energy Electroquil Partners and Electroquil S.A.,Power generation facilities,ICSID,Ecuador-United States BIT,In favour of the investor,125323451.6,100000000,30787346.21,28000000,Gabrielle KAUFMANN-KOHLER,yes,Enrique GÓMEZ-PINZÓN,yes,Albert Jan VAN DEN BERG,yes,"Duke Energy netted an arbitral award of a mere $5.578 million out of more than $25 million sought from Ecuador. Arbitrators ruled that certain fines imposed on Duke were unwarranted, and that Duke was not paid on time for some of its generation activities. But when legal fees are factored in, Duke may have been better off avoiding arbitration.",
UNC208,Saipem S.p.A. v. People's Bangladesh (ICSID Case No. ARB/05/7),2005,2009,Bangladesh,Italy,Saipem S.p.A.,Gas pipeline project,ICSID,Bangladesh-Italy BIT,In favour of the investor,,,6492587.17,5883770,Gabrielle KAUFMANN-KOHLER,yes,Christoph H. SCHREUER,yes,Philip OTTON,yes,,
UNC079,Crompton (Chemtura) Corp. v. Government of Canada,2002,2010,Canada,USA,Crompton (Chemtura) Corp.,pesticide production,UNCITRAL,NAFTA,In favour of the State,131607738.5,100000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,,James Crawford,,Charles N. BROWER,,Chemtura turned to NAFTA arbitration to challenge Canada’s phase out of the insecticide Lindane. The company objects to a decision by Canada’s Pest Management Regulatory Agency to ban Lindane on health and environmental grounds. Chemtura says that the PMRA decision was not backed by a rigorous scientific risk assessment of Lindane. Canada has countered that the NAFTA should not be used to hold a state “responsible for the fact that (a company) can no longer profit from the sale of a toxic chemical that has been internationally banned based on demonstrated health and environmental concerns.”,http://www.italaw.com/cases/249
UNC099,Bayindir Insaat Turizm Ticaret Ve Sanayi A.S. v. Islamic Pakistan (ICSID Case No. ARB/03/29),2003,2009,Pakistan,Turkey,Bayindir Insaat Turizm Ticaret Ve Sanayi A.S.,Highway construction contract,ICSID,Pakistan-Turkey BIT,In favour of the State,900821917.8,700000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Franklin BERMAN,yes,Karl-Heinz BÖCKSTIEGEL,yes,"Bayindir, a Turkish construction firm, alleges that Pakistan, after a change in government, stripped it of a major highway contract in favor of local companies. Pakistan objected to jurisdiction on the grounds that Bayindir had merely asserted “repackaged” contract claims. The panel affirmed jurisdiction in November 2005. An award is expected in 2009.",
UNC154,"Cargill, Incorporated v. Poland",2004,2009,Poland,USA,"Cargill, Incorporated",isoglucose production,UNCITRAL,Poland-United States BIT,In favour of the investor,125323451.6,100000000,unknown,,Gabrielle KAUFMANN-KOHLER,,Emmanuel GAILLARD,,Bernard HANOTIAU,,"Claimant asserted that the imposition of EU mandated agricultural product quotas (isoglucose), which adversely affected Cargill’s investment in isoglucose-processing facilities.",
UNC170,Jan de Nul N.V. and Dredging International N.V. v. Arab Egypt (ICSID Case No. ARB/04/13),2004,2008,Egypt,Belgium,Jan de Nul N.V. and Dredging International N.V.,Dredging project,ICSID,Belgium and Luxembourg-Egypt BIT,In favour of the State,125323451.6,100000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Pierre MAYER,yes,Brigitte STERN,yes,"A pair of Belgian dredging firms claimed that Egypt’s Suez Canal Authority deliberately misled them when they signed on to widen and deepen the Suez Canal. The companies expended far more time and money than they had anticipated, but were unsuccessful in their bid to hold Egypt liable for their additional expenditures. Arbitrators ruled that the actions of the Suez Canal Authority were not attributable to the Egyptian state, thus precluding any liability on the state’s part.",
UNC189,Noble Energy Inc. and Machala Power Cía. Ltd. v. Ecuador and Consejo Nacional de Electricidad (ICSID Case No. ARB/05/12),2005,2009,Ecuador,USA,Noble Energy Inc. and Machala Power Cía. Ltd.,Electricity enterprise,ICSID,Ecuador-United States BIT,Settled,321223963.1,265000000,unknown,,Gabrielle KAUFMANN-KOHLER,yes,Henri C. ÁLVAREZ,yes,Bernardo M. CREMADES,yes,"Noble complains that Ecuador has breached contracts providing for the sale of gas-generated electricity to state-owned power distribution companies. In turn the company argued that this led to breaches of the USA–Ecuador bilateral investment treaty. Among other things, Noble accused Ecuador of breaching so-called stabilization commitments that obliged the government to freeze the legal framework governing the investment. After a favorable jurisdictional decision for Noble, the two sides engaged in months of settlement talks, culminating in an agreement to terminate the claim and pay compensation to the USA investor.",
UNC222,Vestey Group Ltd v. Venezuela (ICSID Case No. ARB/06/4),2006,,Venezuela,United Kingdom,Vestey Group Ltd,Farming enterprise,ICSID,United Kingdom-Venezuela BIT,Pending,219591428.6,187000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Horacio A. GRIGERA NAÓN,yes,Pierre-Marie DUPUY,yes,,
UNC226,Rail World LLC and others v. Estonia (ICSID Case No. ARB/06/6),2006,2007,Estonia,Netherlands/USA,Rail World LLC and others,Railroad enterprise,ICSID,Estonia-Netherlands BIT; Estonia-United States BIT,Settled,516685714.3,440000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Karl-Heinz BÖCKSTIEGEL,yes,Emmanuel GAILLARD,yes,,http://www.italaw.com/cases/901
UNC296,Ashmore Energy International (A.E.I) Luxembourg Holdings S.a.r.l. v. the Plurinational State of Bolivia,2008,2008,Bolivia,Luxembourg,Ashmore Energy International (A.E.I) Luxembourg Holdings S.a.r.l.,natural gas pipeline enterprise,SCC,Bolivia-Luxembourg BIT,Settled,131945769.5,120000000,unknown,,Gabrielle KAUFMANN-KOHLER,,Charles N. BROWER,,Yves Derains,,The claim involved a dispute under the Belgium/Luxembourg–Bolivia Bilateral Investment Treaty for Bolivia’s nationalization of claimant’s interest in the Bolivian gas transportation pipeline company Transredes. The case settled several months after filing.,Not found
UNC311,"Burlington Resources, Inc. v. Ecuador (ICSID Case No. ARB/08/5)",2008,,Ecuador,USA,"Burlington Resources, Inc.",Hydrocarbon concession,ICSID,United States-Ecuador BIT,Pending,2199096158,2000000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Stephen L. DRYMER,yes,Brigitte STERN,yes,"Burlington is one of several energy companies to challenge Ecuador's Law No. 42, a windfall levy slapped on ""excess energy profits."" In June 2010 arbitrators asserted jurisdiction over certain claims, while declining to hear others because the USA-Ecuador BIT applies only in limited ways to ""tax"" measures by a state. In December 2012 they ruled in Burlington’s favor on liability. In August, the tribunal will hear arguments on damages  as well as Ecuador’s environmental counterclaim, alleging that Burlington contaminated two oil-producing blocks in the Amazon region of Ecuador.",
UNC321,Austrian Airlines v. The Slovak Republic,2008,2009,Slovakia,Austria,Austrian Airlines,airlines,UNCITRAL,Austria-Czech and Slovak Federal Republic BIT,In favour of the State,unknown,,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Charles N. BROWER,yes,Vojtěch Trapl,yes,,http://www.italaw.com/cases/103
UNC337,"Mærsk Olie, Algeriet A/S v. Algeria (ICSID Case No. ARB/09/14)",2009,2013,Algeria,Denmark,"Mærsk Olie, Algeriet A/S",Exploration and production of liquid hydrocarbons,ICSID,Algeria-Denmark BIT,Settled,3310421978,3000000000,unknown,,Gabrielle KAUFMANN-KOHLER,yes,Kamal HOSSAIN,yes,David A.R. WILLIAMS,yes,"A dispute under the Algeria-Denmark BIT, concerning the effect of Algeria's new Tax on Exceptional Profits on a project in the Algerian petroleum industry. The trial was held in November 2011 and the case was settled in March 2012, together with a commercial arbitration brought by Maersk and Anadarko Algeria Co. LLC. The settlement provided for extra deliveries of crude oil to Maersk worth about $920 million over the following year, and a moderate increase in Maersk's share of oil production for the remaining term of the contract. Anadarko received $1.8 billion in crude oil shipments over the following year, and adjustments to the contract that will provide Anadarko with additional oil worth $2.6 billion over the term of the project.",
UNC359,KT Asia Investment Group B.V. v. Kazakhstan (ICSID Case No. ARB/09/8),2009,2013,Kazakhstan,Netherlands,KT Asia Investment Group B.V.,Banking enterprise,ICSID,Kazakhstan-Netherlands BIT,In favour of the State,1655210989,1500000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Ian GLICK,yes,J. Christopher THOMAS,yes,,http://www.italaw.com/cases/2277
UNC401,Metal-Tech Ltd. v. Uzbekistan (ICSID Case No. ARB/10/3),2010,2013,Uzbekistan,Israel,Metal-Tech Ltd.,Molybdenum plant,ICSID,Israel-Uzbekistan BIT,In favour of the State,488549730.3,450000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,John M. TOWNSEND,yes,Claus VON WOBESER,yes,,
UNC419,Mesa Power Group LLC v. Government of Canada (PCA Case No. 2012-17),2011,,Canada,USA,Mesa Power Group LLC,renewable energy,UNCITRAL,NAFTA,Pending,829326919.7,788000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Charles N. BROWER,yes,Toby LANDAU,yes,,www.italaw.com/cases/1619
UNC450,Renée Rose Levy and Gremcitel S.A. v. Peru (ICSID Case No. ARB/11/17),2011,2015,Peru,France,Renée Rose Levy and Gremcitel S.A.,Property development project,ICSID,France-Peru BIT,In favour of the State,7367117307,7000000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Eduardo ZULETA,yes,Raúl E. VINUESA,yes,"Peru’s bank regulator liquidated Banco Nuevo Mundo during that nation’s financial crisis of 1999. In a claim filed under the France-Peru investment treaty, shareholder Renée Rose Levy argues that the bank was still solvent, and the regulator acted improperly. In arguments on jurisdiction, Peru suggested that Peruvian members of the Levy family transferred share ownership to French citizen Renée Rose only to create BIT jurisdiction, five years after the claim arose. The hearing was held in November 2012.",
UNC454,"Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/40 v. Indonesia (ICSID Case No. ARB/12/40 and 12/14)",2012,,Indonesia,United Kingdom/Australia,"Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/40",mining,ICSID,Indonesia-United Kingdom BIT; Australia-Indonesia BIT,Pending,206221416.9,200000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Albert Jan VAN DEN BERG,yes,Michael Hwang,yes,,http://www.italaw.com/cases/1479
UNC495,Orascom TMT Investments S.à r.l. v. Algeria (ICSID Case No. ARB/12/35),2012,,Algeria,Luxembourg,Orascom TMT Investments S.à r.l.,Telecommunications enterprise,ICSID,Algeria-Belgium/Luxembourg BIT,Pending,5155535423,5000000000,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Brigitte STERN,yes,Albert Jan VAN DEN BERG,yes,"In November 2012, a Luxembourg-based affiliate of Egyptian mobile phone operator Orascom Telecom Holding S.A.E. filed a Request for Arbitration under the Algeria-Belgium/Luxembourg investment treaty, based on taxation and customs measures taken by Algeria against Orascom’s Djezzy network, and the commencement of a formal nationalization process. Since filing, Weather Investment has renamed itself Orascom TMT Investments S.à.r.l. A related treaty claim has been filed by Orascom Telecom.",
UNC597,Infinito Gold Ltd. v. Costa Rica (ICSID Case No. ARB/14/5),2014,,Costa Rica,Canada,Infinito Gold Ltd.,Gold mining project,ICSID,Canada-Costa Rica BIT,Pending,,,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,Bernard HANOTIAU,yes,Brigitte STERN,yes,,
UNC614,Griffin Group v. Poland,2014,,Poland,Luxembourg,Griffin Group,Property development,SCC,Luxembourg-Poland BIT,Pending,,,Not applicable,,Gabrielle KAUFMANN-KOHLER,yes,David A.R. WILLIAMS,yes,Philippe SANDS,yes,,iareporter
UNC300,Remington Worldwide Limited v. Ukraine,2008,2011,Ukraine,Gibraltar,Remington Worldwide Limited,Atomic energy,SCC,Energy Charter Treaty,In favour of the investor,,,unknown,,Gabriele Crespi Reghizzi,yes,Alexander S. Komarov,,Evgeny Kubko,,Atomic energy,http://www.italaw.com/cases/903
UNC228,The Rompetrol Group N.V. v. Romania (ICSID Case No. ARB/06/3),2006,2013,Romania,Netherlands,The Rompetrol Group N.V.,Oil refinery,ICSID,Netherlands-Romania BIT,Neither the investor nor the State (liability found but no damages awarded),117428571.4,100000000,nihil,nihil,Franklin BERMAN,yes,Donald DONOVAN,yes,Marc LALONDE,yes,"The claims arose from measures taken by Romanian anti-corruption and criminal prosecution authorities against two individuals, Mr Patriciu and Mr Stephenson, who directed the affairs of RRC, a company born through the privatisation of the State oil-refining industry after the fall of Ceausescu in 1989. Rompetrol alleged that the investigations, which included the arrest, detention, travel-ban and wire-tapping of Mr Patriciu, were politically and commercially motivated and breached the guarantees in the BIT. Romania’s response was that the investigations were a legitimate part of its implementation of the National Anti-Corruption Strategy that it had pursued in order to gain access to the European Union.",http://www.italaw.com/cases/920
UNC282,Giovanni Alemanni and others v. Argentine Republic (ICSID Case No. ARB/07/8),2007,,Argentina,Italy,Giovanni Alemanni and others,Debt instruments,ICSID,Argentina-Italy BIT,Pending,,,Not applicable,,Franklin BERMAN,yes,Karl-Heinz BÖCKSTIEGEL,yes,J. Christopher THOMAS,yes,,
UNC363,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine (ICSID Case No. ARB/09/11)",2009,2010,Ukraine,USA,"Global Trading Resource Corp. and Globex International, Inc.",Poultry products,ICSID,United States-Ukraine BIT,In favour of the State,,,Not applicable,,Franklin BERMAN,yes,Emmanuel GAILLARD,yes,J. Christopher THOMAS,yes,,
UNC440,Merck Sharpe & Dohme (I.A.) Corporation v. The Ecuador,2011,,Ecuador,USA,Merck Sharpe & Dohme (I.A.) Corporation,Pharmaceutics,UNCITRAL,Ecuador-US BIT,Pending,157866799.4,150000000,Not applicable,,Franklin BERMAN,yes,Stephen Schwebel,yes,Bruno Simma,yes,,http://www.italaw.com/cases/1191
UNC550,MOL Hungarian Oil and Gas Company Plc v. Croatia (ICSID Case No. ARB/13/32),2013,,Croatia,Hungary,MOL Hungarian Oil and Gas Company Plc,Hydrocarbon production and distribution enterprise,ICSID,Energy Charter Treaty,Pending,,,Not applicable,,Franklin BERMAN,yes,William W. PARK,yes,Brigitte STERN,yes,Dispute over gas pricing and distribution.,
UNC013,"Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A. (formerly Compañía de Aguas del Aconquija, S.A. and Compagnie Générale des Eaux) v. Argentine Republic (ICSID Case No. ARB/97/3)",1997,2000,Argentina,France,"Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A. (formerly Compañía de Aguas del Aconquija, S.A. and Compagnie Générale des Eaux)",Water and sewer services concession agreement,ICSID,Argentina-France BIT,In favour of the investor,,,unknown,,Francisco REZEK,yes,Thomas BUERGENTHAL,yes,Peter D. TROOBOFF,yes,,
UNC235,Ashok Sancheti v. United Kingdom,2006,,United Kingdom,India,Ashok Sancheti,Lease of a building,UNCITRAL,India-United Kingdom BIT,Data not available,,,unknown,,Francisco REZEK,,Umesh Chandra Banerjee,yes,Michael Reisman,yes,"Sancheti’s dispute relates in part to a disagreement with the Corporation of London, the body that governs the financial district at the heart of London, over the rent to be paid for a premise leased from the city. But his quarrel has spread wider. In his notice of intent, Sancheti complains of “blatant discrimination by different organs and functions of the United Kingdom in their dealing with me in my capacity as an Inward Investor.” In addition to the Corporation of London, Sancheti also alleges discrimination by the Home Office, the Law Society, and the judiciary.",Not found
