ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC532,Voltaic Network GmbH v. The Czech Republic,2013,unknownValue,Czech Republic,Germany,Voltaic Network GmbH,solar energy,UNCITRAL,Germany-Czech Republic BIT; Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,unknownValue,unknownValue,Doak Bishop (resigned); Gary Born,Yes,Toby LANDAU,Yes,Case arising in response to the State levy on the Solar Power Industry,http://www.italaw.com/cases/2515
UNC533,I.C.W. Europe Investments Limited v. The Czech Republic,2013,unknownValue,Czech Republic,United Kingdom,I.C.W. Europe Investments Limited,solar energy,UNCITRAL,Czech Republic-United Kingdom BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,Doak Bishop (resigned); Gary Born,Yes,Toby LANDAU,Yes,Case arising in response to the State levy on the Solar Power Industry,0
UNC530,WA Investments-Europa Nova Limited v. The Czech Republic,2013,unknownValue,Czech Republic,Cyprus,WA Investments-Europa Nova Limited,solar energy,UNCITRAL,Cyprus-Czech Republic BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,Doak Bishop (resigned); Gary Born,Yes,Toby LANDAU,Yes,Case arising in response to the State levy on the Solar Power Industry,0
UNC438,The PV Investors v. Spain,2011,unknownValue,Spain,Denmark/Germany/Ireland/Luxembourg/Netherlands/United Kingdom,The PV Investors,renewable energy,UNCITRAL,Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,"Kaufmann-Kohler, G.",Yes,"Brower, C. N.",Yes,"Sepúlveda-Amor, B.",Yes,"The PV Investors is a group of the following 16 investors: AES, Solar, Ampere Equity Fund, Element Power, Eoxis Energy, European Energy, Foresight Group, GreenPower Partners, GWMLux Energia Solar, HgCapital, Hudson Clean Energy, Impax Asset Management, KGAL GmbH & Co., NIBC Infrastructure Partners, Scan Energy and White Owl Capital",0
UNC536,"KBR, Inc. v. United Mexican States (ICSID Case. No. UNCT/14/1)",2013,unknownValue,Mexico,USA,"KBR, Inc.",oil,UNCITRAL,NAFTA,Pending,110000000,USD,NA,NA,Andrés Rigo Sureda,Yes,Gerardo Lozano Alarcón,unknownValue,Gabrielle Kaufmann-Kohler,unknownValue,unknownValue,http://www.italaw.com/cases/2693
UNC537,Eiser Infrastructure Limited and Energía Solar Luxembourg S.à r.l. v. Kingdom of Spain (ICSID Case No. ARB/13/36),2013,unknownValue,Spain,Luxembourg/United Kingdom,Eiser Infrastructure Limited and Energía Solar Luxembourg S.à r.l.,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,John R. CROOK,YES,Stanimir A. ALEXANDROV,YES,Campbell Alan McLACHLAN,YES,Claim arising in response to reform of renewable energy policy,unknownValue
UNC534,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet v. Croatia (ICSID Case No. ARB/13/12)",2013,unknownValue,Croatia,Belgium,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet",Tourism facilities,ICSID,Belgium/Luxembourg-Croatia BIT,Pending,unknownValue,unknownValue,NA,NA,Karl-Heinz BÖCKSTIEGEL,YES,Ibrahim FADLALLAH,YES,Toby LANDAU,YES,unknownValue,unknownValue
UNC535,Vladislav Kim and others v. Uzbekistan (ICSID Case No. ARB/13/6),2013,unknownValue,Uzbekistan,Kazakhstan,Vladislav Kim and others,Cement production enterprise,ICSID,Kazakhstan-Uzbekistan BIT,Pending,unknownValue,unknownValue,NA,NA,David D. CARON,YES,L. Yves FORTIER,YES,Toby LANDAU,YES,unknownValue,unknownValue
UNC433,Abertis Infraestructuras S.A. v. Government of Bolivia,2011,unknownValue,Bolivia,Spain,Abertis Infraestructuras S.A.,unknownValue,UNCITRAL,Spain-Bolivia BIT,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,0
UNC432,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB v. Bulgaria (ICSID Case No. ARB/11/3),2011,2012,Bulgaria,Sweden,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB,Waste management services,ICSID,Bulgaria-Sweden BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,Claims arising from the termination of the concession for waste collection and street cleaning by the municipality of Sofia,unknownValue
UNC538,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain (ICSID Case No. ARB/13/30),2013,unknownValue,Spain,Luxembourg/United Kingdom,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l.,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,Alain PELLET,YES,Robert VOLTERRA,YES,Pedro NIKKEN,YES,Claim arising in response to reform of renewable energy policy,unknownValue
UNC430,Ekran Berhad v. China (ICSID Case No. ARB/11/15),2011,2013,China,Malaysia,Ekran Berhad,Arts and culture facilities,ICSID,China-Malaysia BIT; China-Israel BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue
UNC437,Club Hotel Loutraki S.A. and Casinos Austria International Holding GMBH v. Serbia (ICSID Case No. ARB/11/4),2011,2012,Serbia,Greece/Austria,Club Hotel Loutraki S.A. and Casinos Austria International Holding GMBH,Operation of gaming and entertainment facilities,ICSID,Austria-Serbia BIT (2001); Greece-Serbia BIT,Settled,150000000,unknownValue,DU,DU,Francisco ORREGO VICUÑA,YES,Horacio A. GRIGERA NAÓN,YES,Jernej SEKOLEC,YES,unknownValue,unknownValue
UNC436,Valeri Belokon v. Kyrgyz Republic,2011,unknownValue,Kyrgyzstan,Latvia,Valeri Belokon,banking,UNCITRAL,Kyrgyzstan-Latvia BIT,In favour of the investor,unknownValue,unknownValue,15020000,USD,Jan Paulsson,Yes,Kaj Hober,unknownValue,Niels Schiersing,unknownValue,unknownValue,0
UNC435,Bawabet Al Kuwait Holding Company v. Arab Egypt (ICSID Case No. ARB/11/6),2011,unknownValue,Egypt,Kuwait,Bawabet Al Kuwait Holding Company,Chemical products enterprise,ICSID,Egypt-Kuwait BIT (2001),Pending,430000000,unknownValue,NA,NA,Teresa CHENG,YES,Bernard HANOTIAU,YES,Philippe SANDS,YES,unknownValue,unknownValue
UNC434,Hortensia Margarita Shortt v. Venezuela (ICSID Case No. ARB/11/30),2011,2015,Venezuela,United Kingdom,Hortensia Margarita Shortt,Maritime transport services,ICSID,United Kingdom-Venezuela BIT,Pending,133000000,unknownValue,NA (discontinued for failure of parties to act; Arbitration Rule 45),DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue
UNC298,Caratube International Oil Company LLP v. Kazakhstan (ICSID Case No. ARB/08/12) (I),2008,2012,Kazakhstan,USA,Caratube International Oil Company LLP,Oil exploration and production contract,ICSID,United States-Kazakhstan BIT,In favour of the State,2000000000,unknownValue,NA,DU,Karl-Heinz BÖCKSTIEGEL,YES,Gavan GRIFFITH,YES,Kamal HOSSAIN,YES,"Caratube claims that Kazakhstan expropriated its long-term contract to explore and develop hydrocarbons in the Aktobe region of the country. In August 2010 a federal court in the District of Columbia declined Caratube's motion for discovery in aid of arbitration under 28 USAC. section 1782. After a February 2011 trial, the case was dismissed in June 2012 for lack of jurisdiction. An annulment petition is pending.",unknownValue
UNC291,Millicom International Operations B.V. and Sentel GSM S.A. v. Senegal (ICSID Case No. ARB/08/20),2008,2012,Senegal,Netherlands,Millicom International Operations B.V. and Sentel GSM S.A.,Telecommunications enterprise,ICSID,Senegal-Netherlands BIT,Settled,600000000,unknownValue,DU,DU,Pierre TERCIER,YES,Ronny ABRAHAM,YES,Kaj HOBÉR,YES,"Telecom company objects to disconnection. The claimants, a Dutch company, complain that their local subsidiary, Sentel, saw its network operating license terminated illegally. The Senegalese government questions whether the Dutch company can claim on behalf of Sentel, the local operator, for breaches of Netherlands-Senegal bilateral investment treaty.",http://www.italaw.com/cases/705
UNC327,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Venezuela (ICSID Case No. ARB/09/3)",2009,unknownValue,Venezuela,Netherlands/Switzerland,"Holcim Limited, Holderfin B.V. and Caricement B.V.",Cement production enterprise,ICSID,Switzerland-Venezuela BIT; Netherlands-Venezuela  BIT,Settled,1000000000,unknownValue,DU,DU,Juan FERNÁNDEZ-ARMESTO,YES,Georges ABI-SAAB,YES,Charles N. BROWER,YES,"The Swiss cement giant Holcim and its two Dutch subsidiaries brought an arbitration against Venezuela in 2009 to determine the level of compensation due Holcim after President Hugo Chavez’s 2008 nationalization of the cement industry. The case settled in September 2010, with Venezuela agreeing to pay Holcim $650 million in compensation. The case involved a complex valuation of Holcim Venezuela’s business, which included a forecast of pricing, currency devaluations, and country risk",None
UNC326,Mohammad Ammar Al-Bahloul v. The Tajikistan (SCC Case No. V 064/2008),2008,2010,Tajikistan,Austria,Mohammad Ammar Al-Bahloul,Hydrocarbon concession,SCC,Energy Charter Treaty,Neither the investor nor the State (liability found but no damages awarded),250000000,unknownValue,nihil,USD,Jeffrey Hertzfeld,Yes,Richard Happ,Yes,Ivan Zykin,Yes,Hydrocarbon exploration licences ,http://www.italaw.com/cases/65
UNC325,Murphy Exploration and Production Company International v. Ecuador (ICSID Case No. ARB/08/4) (I),2008,2010,Ecuador,USA,Murphy Exploration and Production Company International,Hydrocarbon concession,ICSID,Ecuador-United States BIT,In favour of the State,185000000,unknownValue,NA,DU,Rodrigo OREAMUNO,YES,Horacio A. GRIGERA NAÓN,YES,Raúl E. VINUESA,YES,"One of several claims arising out of Ecuador’s windfall levy imposed on oil producers. Murphy says the levy violates stabilization provisions in its contract, as well as the USA–Ecuador BIT. Ecuador has threatened a counterclaim for environmental damage and other failings by the claimant.",unknownValue
UNC324,Achmea B.V. (formerly Eureko B.V.) v. The Slovak Republic (PCA Case No. 2008-13) (I),2008,2012,Slovakia,Netherlands,Achmea B.V. (formerly Eureko B.V.),unknownValue,UNCITRAL,Netherlands-Slovak Republic BIT,In favour of the investor,84700000,USD,28800000,USD,"Lowe, V.",Yes,"van den Berg, A. J.",Yes,"Veeder, V. V. (replacement); Tomka, P. (resigned)",Yes,"Eureko BV, a Dutch corporation providing insurance cover including health insurance, invested heavily in the Slovak Republic when that country liberalized its health insurance market in 2004. But then, in late 2006, a new Slovak government sought to reverse the liberalization of 2004. Eureko claimed that change in policy ruined its investments in the Slovak Republic and began arbitration proceedings against that state in accordance with the arbitration clause in the BIT.",http://www.italaw.com/sites/default/files/case-documents/italaw3206.pdf
UNC288,Compagnie International de Maintenance (CIM) v. Ethiopia,2007,2009,Ethiopia,France,Compagnie International de Maintenance (CIM),unknownValue,UNCITRAL,France-Ethiopia BIT,In favour of the State,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,http://www.italaw.com/cases/1177
UNC289,Turkcell İletişim Hizmetleri A.Ş. v. The Islamic Iran,2008,2014,Iran,Turkey,Turkcell İletişim Hizmetleri A.Ş.,Telecom,UNCITRAL,Iran-Turkey BIT,In favour of the State,600000000,unknownValue,NA,NA,Neil Kaplan,unknownValue,Mir Hossein Abedian Kalkhoran,unknownValue,Charles Brower,unknownValue,"Turkcell filed the first known investor claim against Iran under a bilateral investment treaty in late 2007, alleging that it was cut out of a lucrative mobile phone concession due to the company’s business relations with Israel. Iran has issued no comment about the claim.",http://www.italaw.com/cases/2735
UNC321,Austrian Airlines v. The Slovak Republic,2008,2009,Slovakia,Austria,Austrian Airlines,airlines,UNCITRAL,Austria-Czech and Slovak Federal Republic BIT,In favour of the State,DU,unknownValue,NA,NA,Gabrielle Kaufmann-Kohler,YES,Charles Brower,YES,Vojtěch Trapl,YES,unknownValue,http://www.italaw.com/cases/103
UNC320,Ambiente Ufficio S.p.A. and others (formerly Giordano Alpi and others) v. Argentine Republic (ICSID Case No. ARB/08/9),2008,2015,Argentina,Italy,Ambiente Ufficio S.p.A. and others (formerly Giordano Alpi and others),Debt instruments,ICSID,Argentina-Italy BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,NA,DU,Bruno SIMMA,YES,Karl-Heinz BÖCKSTIEGEL,YES,Santiago TORRES BERNÁRDEZ,YES,unknownValue,unknownValue
UNC284,Vito G. Gallo v. The Government of Canada (PCA Case No. 55798),2007,2011,Canada,USA,Vito G. Gallo,Waste disposal,UNCITRAL,NAFTA,In favour of the State,355000000,unknownValue,NA,NA,Juan Fernández-Armesto,Yes,Jean-Gabriel Castel,Yes,J. Christopher Thomas,Yes,"Gallo, a USA citizen, claims that Canada breached the NAFTA by thwarting his plans to develop a former mine site into a disposal site for nonhazardous household waste from Toronto. Gallo claims that he and his partners had obtained certain approvals for the project before political interference quashed the scheme. Meanwhile, in legal pleadings filed in autumn 2008, Canada stressed that the project was blocked on legitimate environmental grounds, and that Canadian investors in the scheme were compensated for their losses. Canada has also argued that Gallo is fronting for Canadian interests—so that a cross-border claim may be brought under NAFTA—and that arbitrators should decline to hear the case for that reason.",www.italaw.com/cases/471
UNC285,Abaclat and others (formerly Giovanna A. Beccara and others) v. Argentine Republic (ICSID Case No. ARB/07/5),2007,unknownValue,Argentina,Italy,Abaclat and others (formerly Giovanna A. Beccara and others),Debt instruments,ICSID,Argentina-Italy BIT,Pending,2670000000,unknownValue,NA,NA,Pierre TERCIER,YES,Santiago TORRES BERNÁRDEZ,YES,Albert Jan VAN DEN BERG,YES,"A claim by Italian bondholders who declined to accept settlements offered by Argentina in the aftermath of its sovereign debt default. Originally, more than 180,000 investors alleged unfair and discriminatory treatment and expropriation under the Italy-Argentina investment treaty. A new bond exchange by Argentina in 2010 peeled away two-thirds of the claimants. The largest arbitration to arise out of Argentina's crisis, it was also the first treaty claim to challenge a sovereign restructuring. In August 2011, a divided tribunal asserted jurisdiction – finding that sovereign bonds are protected investments, and green-lighting the first mass claim in investment arbitration history. While the World Bank tribunal slowly works out the logistics of trying such a claim, the New York federal courts have dramatically ruled in favor of institutional bondholders like Elliott Associates. The Beccara claimants – who hedged their bets from the start by filing and then staying lawsuits in federal court – theoretically stand to benefit from any anti-Argentina precedent that survives final appeal in New York.",unknownValue
