ID,Case Title,Case Number,InvestmentType,Date Registered,Arbitrator1,Arbitrator1President,President Nationality,Arbitrator2,Arbitrator2Claimant,Arbitrators 1 Nationality,Arbitrator3,Arbitrator3Respondent,Arbitrator 2 Nationality,Claimant Representative,Respondent Representative,Outcome Of Proceeding,ResolutionYear
UNC441,Rafat Ali Rizvi v. Republic of Indonesia,ARB/11/13,Banking enterprise,2011-05-19,Gavan GRIFFITH,YES,Australian,Joan E. DONOGHUE,YES,U.S.,Muthucumaraswamy SORNARAJAH,YES,Australian,"Vinson & Elkins, London, U.K.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on July 16, 2013, attached to the award is a separate opinion by arbitrator Muthucumaraswamy Sornarajah.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;November 15, 2013 (Claimant(s));Date of Constitution of ad hoc Committee;December 5, 2013;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Andrés RIGO SUREDA (Spanish);Members;Teresa CHENG (Chinese) Rolf KNIEPER (German);Initial Composition of ad hoc Committee;President;Andrés RIGO SUREDA (Spanish);Members;Teresa CHENG (Chinese) Christoph H. SCHREUER (Austrian);Reconstituted;January 22, 2015: Rolf KNIEPER (German) appointed following the resignation of Christoph H. SCHREUER (Austrian);Party Representatives;Claimant(s): Vinson & Elkins, London, U.K.","Award rendered on July 16, 2013, attached to the award is a separate opinion by arbitrator Muthucumaraswamy Sornarajah.",2013
,WRB Enterprises and Grenada Private Power Limited v. Grenada,ARB/97/5,Electricity enterprise,1997-07-30,John MURRAY,YES,British,Pierre LALIVE,YES,Swiss,Nicholas LIVERPOOL,YES,Dominica,"Coudert Brothers, Washington, D.C., U.S.A. Mr. Robert Blanchard, Jr., WRB Enterprises and Grenada Private Power Limited, Tampa, FL, U.S.A.","Charles Russell Solicitors, London, U.K.","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on December 21, 1998, pursuant to ICSID Arbitration Rule 43(2)).",1998
UNC294,Inmaris Perestroika Sailing Maritime Services GmbH and others v. Ukraine,ARB/08/8,Maritime operations,2008-06-16,Stanimir A. ALEXANDROV,YES,Bulgarian,Bernardo M. CREMADES,YES,Spanish,Noah RUBINS,YES,U.S.,"Luther Rechtsanwaltsgesellschaft mbH, Hamburg, Germany","Ministry of Justice of Ukraine, Kyiv, Ukraine Grischenko & Partners, Kyiv, Ukraine","Award rendered on March 1, 2012.",2012
UNC257,SGS Société Générale de Surveillance S.A. v. Republic of Paraguay,ARB/07/29,Service agreement,2007-11-19,Stanimir A. ALEXANDROV,YES,Bulgarian,Donald DONOVAN,YES,U.S.,Pablo GARCÍA MEXÍA,YES,Spanish,"White & Case, New York, NY, U.S.A.","Venable LLP, New York, NY, U.S.A.","Award rendered on February 10, 2012.",2012
UNC223,Sistem Muhendislik Insaat Sanayi ve Ticaret A.S. v. Kyrgyz Republic,ARB(AF)/06/1,Hotel operation project,2006-04-12,Vaughan LOWE,YES,British,Nabil ELARABY,YES,Egyptian,Paolo Michele PATOCCHI,YES,Swiss,"Akinici Law Office, Istanbul, Turkey","Indira Satarkulova, Monsey, NY, U.S.A.","Award rendered on September 9, 2009",2009
,Holiday Inns S.A. and others v. Morocco,ARB/72/1,Joint venture to build and operate hotels,1972-01-13,Gunnar LAGERGREN,YES,Swedish,J.C. SCHULTSZ,YES,Dutch,Paul REUTER,YES,French,"Pierre Lalive, Paris, France",,"Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on October 17, 1978 pursuant to Arbitration Rule 43(1)).",1978
UNC264,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. Argentine Republic",ARB/07/26,Water services concession,2007-10-01,Andreas BUCHER,YES,Swiss,Campbell Alan McLACHLAN,YES,New Zealand,Pedro J. MARTÍNEZ-FRAGA,YES,U.S.,"Jones Day, Madrid, Spain","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina",,
,David Aven et al. v. Republic of Costa Rica,UNCT/15/3,Real estate project,,Eduardo SIQUEIROS T,YES,Mexican,C. Mark BAKER,YES,U.S.,Pedro NIKKEN,YES,Venezuelan,"Vinson & Elkins, London, U.K. and Houston, TX, U.S.A. Todd Weiler, Ontario, Canada","Herbert Smith Freehills, New York, U.S.A. Ministry of Foreign Trade of Costa Rica (COMEX), San Jose, Costa Rica",,
UNC121,"Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A v. Argentine Republic",ARB/03/19,Water services concession,2003-07-17,Jeswald W. SALACUSE,YES,U.S.,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Pedro NIKKEN,YES,Venezuelan,"Procuradora del Tesoro de la Nación, Buenos Aires, Argentina","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered by the Tribunal on April 9, 2015.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;August 21, 2015 (Respondent(s));Date of Constitution of ad hoc Committee;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Members;Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Procuradora del Tesoro de la Nación, Buenos Aires, Argentina","Award rendered by the Tribunal on April 9, 2015.",2015
UNC120,"Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A. v. Argentine Republic",ARB/03/17,Water services concession,2003-07-17,Jeswald W. SALACUSE,YES,U.S.,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Pedro NIKKEN,YES,Venezuelan,"Freshfields Bruckhaus Deringer, Paris, France, Washington, D.C., U.S.A.","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina",,
UNC119,"Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A. v. Argentine Republic",ARB/03/18,Water services concession,2003-07-17,Jeswald W. SALACUSE,YES,U.S.,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Pedro NIKKEN,YES,Venezuelan,"Freshfields Bruckhaus Deringer, Paris, France","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on January 24, 2007).",2007
,Duke Energy International Peru Investments No. 1 Ltd. v. Republic of Peru,ARB/03/28,Power generation project,2003-10-24,L. Yves FORTIER,YES,Canadian,Guido Santiago TAWIL,YES,Argentine,Pedro NIKKEN,YES,Venezuelan,"Crowell & Moring, Washington, D.C., U.S.A.","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on August 18, 2008, attached to the award are two partial dissenting opinions by two of the arbitrators.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;December 24, 2008 (Respondent(s));Date of Constitution of ad hoc Committee;March 4, 2009;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Campbell Alan McLACHLAN (New Zealand);Members;Dominique HASCHER (French) Peter TOMKA (Slovak);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Crowell & Moring, Washington, D.C., U.S.A.","Award rendered on August 18, 2008, attached to the award are two partial dissenting opinions by two of the arbitrators.",2008
UNC118,"Gas Natural SDG, S.A. v. Argentine Republic",ARB/03/10,Gas supply and distribution enterprise,2003-05-29,Andreas F. LOWENFELD,YES,U.S.,Henri C. ÁLVAREZ,YES,Canadian,Pedro NIKKEN,YES,Venezuelan,"Freshfields Bruckhaus Deringer, Paris, France, Madrid, Spain and Washington, D.C., U.S.A. Estudio O","Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina",,
UNC538,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain,ARB/13/30,Renewable energy generation enterprise,2013-11-22,Alain PELLET,YES,French,Robert VOLTERRA,YES,Canadian,Pedro NIKKEN,YES,Venezuelan,"Allen & Overy, London, U.K.","Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain",,
UNC013,Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic,ARB/97/3,Water and sewer services concession agreement,1997-02-19,Francisco REZEK,YES,Brazilian,Thomas BUERGENTHAL,YES,U.S.,Peter D. TROOBOFF,YES,U.S.,"Abeledo Gottheil Abogados, Buenos Aires, Argentina Powell, Goldstein, Frazer & Murphy, Washington, D.C., U.S.A.","Secretary of Public Works, Ministry of Economy and of Public Works and Services, Buenos Aires, Argentina Estudio Pérez Alati, Grondona, Benites, Arnsten & Martí­nez de Hoz (h), Buenos Aires, Argentina Arnold & Porter, Washington, D.C., U.S.A.","Award rendered on November 21, 2000.",2000
,Baymina Enerji Anonim Şirketi v. Boru Hatları ile Petrol Taşıma Anonim Şirketi,ARB/14/35,Natural gas power plant project,2014-12-30,Doug JONES,YES,"Australian, Irish",Thomas WEBSTER,YES,Canadian,Peter REES,YES,British,"Chadbourne & Parke, New York, NY, U.S.A. Bilgiç Avukatlık Ortaklığı, Istanbul, Turkey","Sanli Law Firm, Istanbul, Turkey Dentons US, Washington, D.C., U.S.A. Dentons US, Houston, TX, U.S.A.",,
UNC208,Saipem S.p.A. v. People's Republic of Bangladesh,ARB/05/7,Gas pipeline project,2005-04-25,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Christoph H. SCHREUER,YES,Austrian,Philip OTTON,YES,British,"Bonelli Erede Pappalardo Studio Legale, Milan, Italy","A. Hossain & Associates Law Offices, Dhaka, Bangladesh Richard Clegg, London, U.K.","Award rendered on June 30, 2009.",2009
UNC543,Consolidated Exploration Holdings Ltd. and others v. Kyrgyz Republic,ARB(AF)/13/1,Mining concession,2013-04-23,John R. CROOK,YES,U.S.,Bernard HANOTIAU,YES,Belgian,Philippe SANDS,YES,"British, French","Baker & McKenzie, Moscow, Russia, New York, NY, U.S.A. and Almaty, Kazakhstan","Prime Minister of the Kyrgyz Republic and Minister of Justice of the Kyrgyz Republic, Bishkek, Kyrgyz Republic Arnold & Porter, London, U.K. and Washington, D.C., U.S.A.",,
UNC435,Bawabet Al Kuwait Holding Company v. Arab Republic of Egypt,ARB/11/6,Chemical products enterprise,2011-03-18,Teresa CHENG,YES,Chinese,Bernard HANOTIAU,YES,Belgian,Philippe SANDS,YES,"British, French","Clifford Chance, London, U.K. Zulficar & Partners, Cairo, Egypt","The Egyptian State Lawsuits Authority, Cairo, Egypt Shearman & Sterling, Paris, France",,
UNC389,İçkale İnşaat Limited Şirketi v. Turkmenistan,ARB/10/24,Design and construction contracts,2010-12-20,Veijo HEISKANEN,YES,Finnish,Carolyn B. LAMM,YES,U.S.,Philippe SANDS,YES,"British, French","Sakmar Law Office, Istanbul, Turkey William Kirtley, Paris, France Gregor Grubhofer, Vienna, Austria","Curtis, Mallet-Prevost, Colt & Mosle, Washington, D.C. and New York, NY, U.S.A., Istanbul, Turkey, and Mexico City, Mexico Gürel & Yörüker Law Firm, Istanbul, Turkey",,
UNC542,Cementos La Union S.A. and Aridos Jativa S.L.U v. Arab Republic of Egypt,ARB/13/29,Cement production enterprise,2013-11-22,Christer SÖDERLUND,YES,Swedish,Charles N. BROWER,YES,U.S.,Philippe SANDS,YES,"British, French","Amereller Legal Consultants (through Mena Associates), Cairo, Egypt","Egyptian State Lawsuits Authority, Cairo, Egypt",,
UNC592,RENERGY S.à r.l. v. Kingdom of Spain,ARB/14/18,Renewable energy generation enterprise,2014-08-01,Bruno SIMMA,YES,"German, Austrian",Christoph H. SCHREUER,YES,Austrian,Philippe SANDS,YES,"British, French","Cuatrecasas, Gonçalves Pereira, Madrid, Spain","Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain",,
UNC304,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise v. Ukraine",ARB/08/11,Hotel development project,2008-08-21,Gavan GRIFFITH,YES,Australian,Donald M. McRAE,YES,"Canadian, New Zealand",Philippe SANDS,YES,"British, French","Todd Weiler, London, Canada Heenan Blaikie, Toronto, Canada","Department on Representation of Interests of the State in Courts of Ukraine and in Foreign Judicial Institutions, Kyiv, Ukraine White & Case, Paris, France Serhii Sviriba Markiyan Kliuchkovskyi Olena Koltko, Kyiv, Ukraine","The Tribunal renders its award on October 25, 2012.",2012
UNC273,E.T.I. Euro Telecom International N.V. v. Plurinational State of Bolivia,ARB/07/28,Telecommunications enterprise,2007-10-31,Bruno SIMMA,YES,"German, Austrian",Francisco ORREGO VICUÑA,YES,Chilean,Philippe SANDS,YES,"British, French","Cleary Gottlieb Steen & Hamilton, Rome, Italy, and Paris, France","Ministerio para la Defensa Legal del Estado, La Paz, Bolivia Foley Hoag, Washington, D.C., U.S.A.","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance of the proceeding issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on October 21, 2009).",2009
UNC271,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V. v. Republic of Paraguay",ARB/07/9,Service agreement,2007-04-11,Rolf KNIEPER,YES,German,L. Yves FORTIER,YES,Canadian,Philippe SANDS,YES,"British, French","Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A. and Paris, France Mers&aacuten Abogados, Asuncion, Paraguay","Procurador General de la Rep&uacuteblica, Asuncion, Paraguay Abogado del Tesoro Ministerio de Hacienda, Asuncion, Paraguay","Order taking note of the discontinuance issued by the Tribunal on August 7, 2014 pursuant to Arbitration Rule 43(1).",2014
UNC272,Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada,ARB(AF)/07/4,Petroleum development projects,2007-12-19,Hans VAN HOUTTE,YES,Belgian,Merit JANOW,YES,U.S.,Philippe SANDS,YES,"British, French","Debevoise & Plimpton, New York, NY, U.S.A. Salans FMC SNR Denton Europe Law Departments of Exxon Mobil Corporation and Murphy Oil Corporation, Houston, TX and El Dorado, AR, U.S.A.","Trade Law Bureau, Department of Foreign Affairs and International Trade of Canada, Ottawa, Canada","Award rendered on February 20, 2015.",2015
UNC591,Bear Creek Mining Corporation v. Republic of Peru,ARB/14/21,Mining concession,2014-08-18,Karl-Heinz BÖCKSTIEGEL,YES,German,Michael C. PRYLES,YES,Australian,Philippe SANDS,YES,"British, French","King & Spalding, New York, NY and Houston, TX., U.S.A. Miranda & Amado Abogados, Lima, Peru","Ministerio de Economía y Finanzas, Lima, Peru Sidley Austin, Washington, D.C., U.S.A.",,
UNC551,Ossama Al Sharif v. Arab Republic of Egypt,ARB/13/4,Bulk liquids terminal project,2013-03-13,Cecil W.M. ABRAHAM,YES,Malaysian,Stephen M. SCHWEBEL,YES,U.S.,Philippe SANDS,YES,"British, French","Quinn Emanuel Urquhart & Sullivan, Los Angeles, CA, U.S.A. and London, U.K.","Egyptian State Lawsuits Authority, Cairo, Egypt Eversheds, Paris, France","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) issued by the Tribunal on June 3, 2015.",2015
UNC388,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi v. Turkmenistan,ARB/10/1,Construction projects,2010-01-19,J. William ROWLEY,YES,"British, Canadian",William W. PARK,YES,"Swiss, U.S.",Philippe SANDS,YES,"British, French","Volterra Fietta, London, U.K. Yasemin Cetinel, Istanbul, Turkey","Curtis, Mallet-Prevost, Colt & Mosle, Paris, France, Istanbul, Turkey, Mexico City, Mexico, and Washington, D.C., U.S.A. Gürel Yörüker Law Firm, Istanbul, Turkey","Award rendered on July 2, 2013.",2013
UNC078,Tokios Tokelės v. Ukraine,ARB/02/18,Printing enterprise,2002-12-20,Michael MUSTILL,YES,British,Daniel M. PRICE,YES,U.S.,Piero BERNARDINI,YES,Italian,"Board of Directors, Tokios Tokelės","Prime Minister, Kiev, Ukraine Ministry of Justice, Kiev, Ukraine Grischenko & Partners, Kiev, Ukraine","Award rendered on July 26, 2007, attached to the award is a Dissenting Opinion by one of the arbitrators.",2007
UNC177,Wintershall Aktiengesellschaft v. Argentine Republic,ARB/04/14,Gas and oil production,2004-07-15,Fali S. NARIMAN,YES,Indian,Santiago TORRES BERNÁRDEZ,YES,Spanish,Piero BERNARDINI,YES,Italian,"Winterhsall Akiengesellschaft, Buenos Aires, Argentina Pérez Alati, Grondona, Benites, Arntsen & Martínez Hoz (Jr.), Buenos Aires, Argentina","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Award rendered on December 8, 2008.",2008
,BSG Resources Limited v. Republic of Guinea,ARB/14/22,Mining concession,2014-09-08,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Albert Jan VAN DEN BERG,YES,Dutch,Pierre MAYER,YES,French,"Mishcon de Reya Solicitors, London, U.K.","Orrick Rambaud Martel, Paris, France DLA Piper, Paris, France",,
,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal,ARB/15/21,Ground handling services,2015-06-01,Bernard HANOTIAU,YES,Belgian,Hamid G. GHARAVI,YES,"Iranian, French",Pierre MAYER,YES,French,"Rasseck Bourgi, Paris, France Yves Nouvel, Paris, France","Agent Judiciaire de l'Etat du Sénégal, Dakar, Senegal HMN & Partners, Paris, France François Meyer, Paris, France",,
UNC161,"Motorola Credit Corporation, Inc v. Republic of Turkey",ARB/04/21,Cellular telecommunications network,2004-12-28,Henri C. ÁLVAREZ,YES,Canadian,Jan PAULSSON,YES,French,Pierre MAYER,YES,French,"Steptoe & Johnson, Washington, D.C., U.S.A.","Salans, Paris, France Ozel and Ozel, Istanbul, Turkey","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 21, 2005 pursuant to Arbitration Rule 43(1)).",2005
,Getma International and others v. Republic of Guinea,ARB/11/29,Port development project,2011-11-03,Vera VAN HOUTTE,YES,Belgian,Bernardo M. CREMADES,YES,Spanish,Pierre TERCIER,YES,Swiss,"PLMJ - A.M. Pereira, S&aacuteragga Leal, Oliveira Martins, J&uacutedice e Associados RL, Lisbon, Portugal Fischer, Tandeau de Marsac, Sur & Associ&eacutes, Paris, France","Orrick Rambaud Martel, Paris, France Edasso Rodrigue Bayala, Ouagadougou, Burkina Faso",,
UNC396,RSM Production Corporation and others v. Grenada,ARB/10/6,Oil exploration contract,2010-03-16,J. William ROWLEY,YES,"British, Canadian",Edward NOTTINGHAM,YES,U.S.,Pierre TERCIER,YES,Swiss,,,"Award rendered on December 10, 2010.",2010
,Société d'Investigation de Recherche et d'Exploitation Minière v. Burkina Faso,ARB/97/1,Gold mining operation,1997-01-27,Arghyrios A. FATOUROS,YES,Greek,Séna AGBAYISSAH,YES,Togolese,Pierre TERCIER,YES,Swiss,"Bredin, Prat et Associés, Paris, France","Jeantet et Associés, Paris, France","Award rendered on January 19, 2000.",2000
UNC193,I&I Beheer B.V. v. Bolivarian Republic of Venezuela,ARB/05/4,Debt instruments,2005-04-06,Karl-Heinz BÖCKSTIEGEL,YES,German,Charles N. BROWER,YES,U.S.,Pierre-Marie DUPUY,YES,French,"I&I Beheer B.V., Huizen, Netherlands","Procuradora General de la República, Caracas, Venezuela Loaiza Bigott & Asociados, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.","Proceeding discontinued (Order taking note of the discontinuance issued by the Tribunal on December 28, 2007 in accordance with Article 44 of the ICSID Convention).",2007
